subscriberid,subscriberkey                                                                                                                                                                                                                                                 ,listid     ,batchid             ,socialsharingsiteid,sitename                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,countrycode                         ,publishedsocialcontentid                          ,regiontitle                                                                                                                                           ,regiondescription                                                                                                                                                                                       ,regionhtml                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,contentregionid                                                                                                                                                                                         ,oybmemberid,transactiontime        ,isunique,domain                              ,publishedsocialcontentstatusid                                                                                                                        ,shortcode                                                                                                                                             ,publishtime            
------------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,-----------,--------------------,-------------------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,------------------------------------,--------------------------------------------------,------------------------------------------------------------------------------------------------------------------------------------------------------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,-----------,-----------------------,--------,------------------------------------,------------------------------------------------------------------------------------------------------------------------------------------------------,------------------------------------------------------------------------------------------------------------------------------------------------------,-----------------------
        NULL,NULL                                                                                                                                                                                                                                                          ,     570747,                NULL,                  4,justo. Proin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,US                                  ,NULL                                              ,Vivamus non lorem                                                                                                                                     ,nunc ac mattis ornare, lectus                                                                                                                                                                           ,In ornare sagittis felis. Donec tempor, est ac mattis semper,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,2                                                                                                                                                                                                       ,       NULL,2023-10-22 00:00:00.000,    NULL,NULL                                ,7                                                                                                                                                     ,1                                                                                                                                                     ,2024-02-27 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     108041,                NULL,                  9,torquent per                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,US                                  ,NULL                                              ,molestie. Sed id                                                                                                                                      ,ante ipsum primis in faucibus orci                                                                                                                                                                      ,ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,5                                                                                                                                                                                                       ,       NULL,2023-07-28 00:00:00.000,    NULL,NULL                                ,4                                                                                                                                                     ,1                                                                                                                                                     ,2024-02-08 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     824872,                NULL,                  6,ullamcorper viverra.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,AR                                  ,NULL                                              ,ultrices posuere cubilia                                                                                                                              ,interdum enim non nisi. Aenean eget                                                                                                                                                                     ,Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,7                                                                                                                                                                                                       ,       NULL,2022-07-28 00:00:00.000,    NULL,NULL                                ,3                                                                                                                                                     ,2                                                                                                                                                     ,2022-07-24 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     854735,                NULL,                  2,euismod mauris                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,AR                                  ,NULL                                              ,eu turpis. Nulla                                                                                                                                      ,tellus sem mollis dui, in                                                                                                                                                                               ,porttitor tellus non magna. Nam ligula elit, pretium et, rutrum                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,6                                                                                                                                                                                                       ,       NULL,2023-04-18 00:00:00.000,    NULL,NULL                                ,1                                                                                                                                                     ,2                                                                                                                                                     ,2022-11-09 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     511875,                NULL,                  9,mi lorem,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,US                                  ,NULL                                              ,lorem ipsum                                                                                                                                           ,tincidunt aliquam arcu. Aliquam ultrices iaculis                                                                                                                                                        ,mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,5                                                                                                                                                                                                       ,       NULL,2023-04-05 00:00:00.000,    NULL,NULL                                ,4                                                                                                                                                     ,1                                                                                                                                                     ,2023-03-23 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     837349,                NULL,                  1,dictum placerat,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,US                                  ,NULL                                              ,tincidunt adipiscing.                                                                                                                                 ,tellus. Aenean egestas hendrerit neque.                                                                                                                                                                 ,feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,3                                                                                                                                                                                                       ,       NULL,2022-12-01 00:00:00.000,    NULL,NULL                                ,8                                                                                                                                                     ,1                                                                                                                                                     ,2022-05-18 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     125580,                NULL,                 10,consequat auctor,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,AR                                  ,NULL                                              ,lacinia orci, consectetuer                                                                                                                            ,quis arcu vel quam dignissim pharetra.                                                                                                                                                                  ,orci quis lectus. Nullam suscipit, est ac facilisis facilisis, magna                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,2                                                                                                                                                                                                       ,       NULL,2024-01-13 00:00:00.000,    NULL,NULL                                ,3                                                                                                                                                     ,2                                                                                                                                                     ,2023-05-16 00:00:00.000
        NULL,NULL                                                                                                                                                                                                                                                          ,     267268,                NULL,                  6,et nunc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,AR                                  ,NULL                                              ,ante ipsum                                                                                                                                            ,aliquet diam. Sed diam lorem, auctor                                                                                                                                                                    ,malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,3                                                                                                                                                                                                       ,       NULL,2023-07-26 00:00:00.000,    NULL,NULL                                ,3                                                                                                                                                     ,2                                                                                                                                                     ,2023-02-24 00:00:00.000
